,Unnamed: 0,official_case_id,type_of_crime,location,datetime,year_date,time,victim_sex,offender_sex,number_of_victims,number_of_offenders,homicide,hate_crime-disability,hate_crime-gender,hate_crime-gender_identity,hate_crime-religious,hate_crime-sexual_orientation,hate_crime-racial/ethnicity,verbal_abuse/verbal_assault,property_damage,drug_offenses,general_assault,sexual_assault,sexual_harassment,property_crimes,unclassified,lon,lat
1973,2057,1241877,"Verbal Abuse, General Assault","Yorckstraße, Tempelhof-Schöneberg",2022-09-05 20:00:00,2022-09-05,20.00,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7594722,-16.7038333
1974,2058,1241764,"Property Damage, Arson","Drontheimer Straße, Gesundbrunnen",2022-09-05 21:00:00,2022-09-05,21.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8955437,47.4649066
1975,2059,1241630,"General Assault, Property Damage",Senftenberger Ring,2022-09-04 03:00:00,2022-09-04,03.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.3428069,35.14980865
1976,2060,1241623,"Homicide, Property Damage","Löwenberger Straße, Lichtenberg",2022-09-04 07:40:00,2022-09-04,07.40,Female,Male,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7764444,-16.6946944
1977,2061,1241621,"Property Damage, Arson","Margaretenstraße, Lichterfelde",2022-09-04 04:30:00,2022-09-04,04.30,Unknown,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4143028,60.1430763
1978,2062,1241620,"Property Crime, General Assault","Konrad-Wolf-Straße, Weißenseer Weg",2022-09-04 17:00:00,2022-09-04,17.00,Male,Female,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.416667,60.95
1979,2063,1241615,Property Damage,"BAB 100 an der Anschlussstelle Kaiserdamm-Süd, in Fahrtrichtung Süd",2022-09-03 17:35:00,2022-09-03,17.35,Male,Male,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7931388,-16.7013611
1980,2064,1241614,"General Assault, Property Damage","Wittenberger Straße, Marzahn-Hellersdorf",2022-09-03 14:00:00,2022-09-03,14.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.59683243760841,47.54373015
1981,2065,1241611,"Property Crime, General Assault",Lietzenburger Straße,2022-09-03 12:45:00,2022-09-03,12.45,Male,Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.638289,41.8878233
1982,2066,1241492,"Homicide, Property Damage","Wilhelminenhofstraße, Treptow-Köpenick",2022-09-02 20:15:00,2022-09-02,20.15,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.515750816883042,47.4756788
1983,2067,1241405,"Property Crime, General Assault, Verbal Abuse",Tiefenseer Straße,2022-09-02 12:30:00,2022-09-02,12.30,Female,Male,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8215,-16.7104166
1984,2068,1241346,Verbal Abuse,Hermannplatz,2022-09-02 23:50:00,2022-09-02,23.50,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8176111,-16.7118888
1985,2069,1240960,"General Assault, Verbal Abuse, Property Damage",Volkspark Humboldthain,2022-09-01 17:45:00,2022-09-01,17.45,Male,Male,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8182777,-16.7266111
1986,2070,1240939,"General Assault, Verbal Abuse",Friedrichshain-Kreuzberg,,2022-09-01,Unknown,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8267222,-16.7220833
1987,2071,1240824,Property Damage,Ungarnstraße,,2022-09-01,Mittag,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8351944,-16.7198333
1988,2072,1240593,"Property Crime, General Assault",Berlinweit,,2022-08-31,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.73144840776173,47.54005875
1989,2073,1240480,"Property Damage, Drug Offenses, Unclassified",Turiner Straße / Schulstraße,2022-08-31 00:45:00,2022-08-31,00.45,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-57.8455555,-16.7036944
1990,2074,1240449,"Property Crime, Burglary",Eosanderstraße,2022-08-31 13:30:00,2022-08-31,13.30,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8425833,-16.6976111
1991,2075,1239993,Property Damage,Kleinen Müggelsee in Müggelheim,2022-08-30 14:30:00,2022-08-30,14.30,Male,Male,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8987869,42.1364436
1992,2076,1239986,"General Assault, Verbal Abuse","Zingster Straße Ecke Ahrenshooper Straße, Lichtenberg",2022-08-30 20:30:00,2022-08-30,20.30,Female,Female,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8597222,-16.6833333
1993,2077,1239872,Property Damage,Sprengplatz Grunewald,2022-08-30 06:00:00,2022-08-30,06.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8574166,-16.6804444
1994,2078,1239758,"Property Damage, Verbal Abuse","Vesaliusstraße,  Pankow",2022-08-29 21:00:00,2022-08-29,21.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8541388,-16.6702777
1995,2079,1239566,"General Assault, Property Damage",Allee der Kosmonauten,2022-08-29 20:30:00,2022-08-29,20.30,"Male, Female",Male,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.86025,-16.66
1996,2080,1239564,"Homicide, Property Damage","Erwin-Bock-Straße, Treptow-Köpenick",2022-08-29 00:40:00,2022-08-29,00.40,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6367599,60.6016167
1997,2081,1239492,Property Damage,"Halskesteig, Siemensstadt",2022-08-29 02:45:00,2022-08-29,02.45,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4166669,60.466667
1998,2082,1239422,"Property Crime, General Assault", Wittenau,2022-08-28 04:30:00,2022-08-28,04.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.75,60.316667
1999,2083,1239420,"Property Crime, Theft",Riesaer Straße,2022-08-28 23:30:00,2022-08-28,23.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9885408,60.2777918
2000,2084,1239419,Property Damage,Rübelandstraße,2022-08-28 17:20:00,2022-08-28,17.20,Male,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333,60.216667
2001,2085,1239393,"Homicide, General Assault","Kleingartenanlage in der Straße 3, Wartenberg, Lichtenberg",2022-08-27 04:00:00,2022-08-27,04.00,Female,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.833333,60.2
2002,2086,1239384,Property Damage,"Blankenburger Straße, Heinersdorf",2022-08-27 16:00:00,2022-08-27,16.00,Male,Male,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8099201,41.5558053
2003,2087,1239373,Property Damage,Landsberger Allee/Otto-Marquardt-Straße,2022-08-27 02:15:00,2022-08-27,02.15,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8458611,-16.5913888
2004,2088,1239369,Property Damage,Vorarlberger Damm,2022-08-27 20:30:00,2022-08-27,20.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8492222,-16.5888611
2005,2089,1239368,Property Damage,"Stadtautobahn, Ausfahrt Kurfürstendamm, BAB 100 in Richtung Wedding",2022-08-27 20:40:00,2022-08-27,20.40,Female,Unknown,2,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8413888,-16.5752222
2006,2090,1239367,"Property Crime, General Assault",Oranienburger Straße/Tucholskystraße,2022-08-27 19:00:00,2022-08-27,19.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-96.372183,16.8137277
2007,2091,1239366,"Property Damage, Attempted Arson","Schillerring, Reinickendorf",2022-08-27 01:40:00,2022-08-27,01.40,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8367222,-16.5654166
2008,2092,1239321,"Homicide, General Assault","Greifswalder Straße, Prenzlauer Berg",2022-08-26 08:40:00,2022-08-26,08.40,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8308333,-16.5508333
2009,2093,1239304,Property Damage,"Emil-Schulz-Brücke, Goerzallee",2022-08-26 09:20:00,2022-08-26,09.20,Male,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.83075,-16.5441111
2010,2094,1239302,"Property Damage, Verbal Abuse, General Assault","Gasteiner Straße, Wilmersdorf",2022-08-24 17:50:00,2022-08-24,17.50,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.610728985447405,48.83096555
2011,2095,1239140,Property Damage,Matthäikirchplatz,2022-08-26 15:00:00,2022-08-26,15.00,Unknown,Female,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.626919545921915,48.86693595
2012,2096,1239110,Property Damage,Greifswalder Straße/ Thomas-Mann-Straße/ Erich-Weinert-Straße Kreuzung,2022-08-26 19:00:00,2022-08-26,19.00,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8144444,-16.5273888
2013,2097,1239040,"Property Damage, Verbal Abuse","Britzer Straße, Treptow-Köpenick",2022-08-26 18:20:00,2022-08-26,18.20,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,132.6426816,64.4575321
2014,2098,1238988,"Property Crime, Drug Offenses","Rhinstraße, Lichtenberg",2022-08-26 21:00:00,2022-08-26,21.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-57.80075,-16.5091111
2015,2099,1238981,Homicide,"Wohnhaus am Eichborndamm, Reinickendorf",2022-08-26 18:30:00,2022-08-26,18.30,Male,Male,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.8019722,-16.5010277
2016,2100,1238908,"Property Crime, General Assault","Gartenstraße, Weißensee, Kreuzung Giersstraße/ Hansastraße, Kreuzung Indira-Gandhi-Straße/ Hansastraße/ Chopinstraße",2022-08-25 03:00:00,2022-08-25,03.00,Male,Male,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.8073888,-16.4933888
2017,2101,1238728,"Property Damage, Drug Offenses",BAB 100 in Britz,2022-08-25 00:20:00,2022-08-25,00.20,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9077344,36.8801459
2018,2102,1238522,"Property Damage, General Assault",Weißenseer Weg,2022-08-25 19:00:00,2022-08-25,19.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.806,-16.4765833
2019,2103,1238226,"Property Crimes, Fraud",Hellersdorf,,2022-08-24,Unknown,Female,Male,3,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-57.7974722,-16.4698333
2020,2104,1238193,"Property Crimes, General Assault","Westend, Charlottenburger Chaussee in Spandau",2022-08-24 12:00:00,2022-08-24,12.00,Male,"Male, Female",1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.333333,60.5
2021,2105,1238027,"Property Damage, Homicide",Schlangenbader Straße,2022-08-24 12:00:00,2022-08-24,12.00,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7851111,-16.4549722
2022,2106,1237982,Property Damage,Friedrichstraße,2022-08-24 01:00:00,2022-08-24,01.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7806388,-16.4495555
2023,2107,1237978,"Verbal Abuse, Hate Crime - Racial/Ethnicity","Turmstraße, Mathilde-Jacob-Platz",2022-08-24 16:20:00,2022-08-24,16.20,"Female, Male",Male,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7838333,-16.4399722
2024,2108,1237788,"General Assault, Property Damage",Prenzlauer Promenade,2022-08-23 08:00:00,2022-08-23,08.00,Male,Female,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7853333,-16.4242222
2025,2109,1237659,Homicide,"Eichhorster Weg, Reinickendorf",2022-08-23 16:10:00,2022-08-23,16.10,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.064588751131462,36.6195945
2026,2110,1237562,"Property Damage, Arson","Wotanstraße, Lichtenberg",2022-08-23 03:40:00,2022-08-23,03.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.552073792529379,37.0032596
2027,2111,1237164,"Property Crime, Unclassified",Technische Universität Berlin,2022-08-22 23:30:00,2022-08-22,23.30,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-57.7797222,-16.4038611
2028,2112,1236994,"General Assault, Verbal Abuse, Property Damage",Tempelhofer Damm,2022-08-21 00:30:00,2022-08-21,00.30,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5842202,36.9304439
2029,2113,1236993,"General Assault, Property Damage, Verbal Abuse",Kollwitzplatz,2022-08-21 01:30:00,2022-08-21,01.30,Male,Male,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3303387,46.5056008
2030,2114,1236992,"Verbal Abuse, General Assault, Hate Crime - Racial/Ethnicity","Badstraße, Gesundbrunnen",2022-08-21 14:40:00,2022-08-21,14.40,Female,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7678055,-16.3741111
2031,2115,1236991,"General Assault, Property Damage",Rosa-Luxemburg-Straße,2022-08-21 20:50:00,2022-08-21,20.50,Male,Male,"3 (2 Police Officers, 1 Dog)",1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4592299,36.9888886
2032,2116,1236958,Property Damage,"Berliner Allee, Weißensee",2022-08-20 23:40:00,2022-08-20,23.40,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8360907,36.6514052
2033,2117,1236956,"General Assault, Verbal Abuse, Hate Crime - Racial/Ethnicity",Reinickendorf,,2022-08-20,Unknown,Unknown,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7697222,-16.3527777
2034,2118,1236955,"General Assault, Property Damage, Verbal Abuse",Sonnenallee,2022-08-20 20:20:00,2022-08-20,20.20,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7749166,-16.3528888
2035,2119,1236954,"General Assault, Property Damage",Ackerstraße,2022-08-20 23:30:00,2022-08-20,23.30,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7756388,-16.3409722
2036,2120,1236827,"Property Damage, Arson","Friedelstraße, Neukölln",2022-08-19 04:45:00,2022-08-19,04.45,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8043312,36.7051396
2037,2121,1236357,"Property Damage, Attempted Arson",Winterfeldtplatz,2022-08-18 03:10:00,2022-08-18,03.10,Unknown,Unknown,Unknown,Multiple,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.816667,61.416667
2038,2122,1236347,"General Assault, Property Damage",Volkspark Humboldthain,2022-08-18 16:45:00,2022-08-18,16.45,Male,Male,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.75725,-16.3318888
2039,2123,1236346,Verbal Abuse,Hardenbergplatz,2022-08-18 21:00:00,2022-08-18,21.00,Unknown,Female,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.753,-16.3293333
2040,2124,1236342,"General Assault, Verbal Abuse, Property Damage","Treptow-Köpenick, Späthstraße, Baumschulenstraße, Forsthausallee",2022-08-18 19:30:00,2022-08-18,19.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.76075,-16.3210277
2041,2125,1236130,"Property Damage, Arson","Wiener Straße, Friedrichshain-Kreuzberg",2022-08-17 10:50:00,2022-08-17,10.50,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7639722,-16.3263888
2042,2126,1236048,"Property Damage, Arson",Roedernallee Ecke Hermsdorfer Damm,2022-08-17 23:45:00,2022-08-17,23.45,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6427952,36.8361791
2043,2127,1236041,Unclassified,"Sprengplatz Grunewald, Charlottenburg-Wilmersdorf",,2022-08-17,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-57.7711111,-16.1688611
2044,2128,1235910,"Property Crime, Drug Offenses, Driving without a License","Wildhüterweg, Landreiterweg, Buckow",2022-08-17 17:15:00,2022-08-17,17.15,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-57.7741944,-16.3148611
2045,2129,1235832,"Property Damage, Property Crimes",Windscheidstraße,2022-08-17 00:30:00,2022-08-17,00.30,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-57.7742222,-16.3017777
2046,2130,1270271,"Property Crime, General Assault",Reinickendorf,2022-11-30 20:30:00,2022-11-30,20.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7786388,-16.2967222
2047,2131,1270269,"Verbal Abuse, General Assault","Fuggerstraße, Schöneberg",2022-11-30 22:50:00,2022-11-30,22.50,Male,Female,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.6927205,41.8801995
2048,2132,1270267,"Property Crime, General Assault","Kantstraße, Charlottenburg-Wilmersdorf",2022-11-30 11:00:00,2022-11-30,11.00,Male,Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,62
2049,2133,1312355,"Property Crime, General Assault","Harzer Straße, Neukölln",2023-04-07 06:15:00,2023-04-07,06.15,Male,Male,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1121822,42.8147683
2050,2134,1178513,Property Damage,Marzahn-Hellersdorf,2022-02-20 21:15:00,2022-02-20,21.15,Unknown,Male,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.5206241,64.5370771
2051,2135,1178509,"Homicide, Property Damage","Bänschstraße, Friedrichshain-Kreuzberg",,2022-02-20,Mitternacht,Male,Female,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7805555,-16.2830555
2052,2136,1233536,"General Assault, Verbal Abuse, Hate Crime - Racial/Ethnicity","Luxemburger Straße, Wedding",2022-08-08 13:00:00,2022-08-08,13.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7763888,-16.2774722
2053,2137,1233496,Homicide,"Schneeglöckchenstraße, Prenzlauer Berg, Pankow",2022-08-08 13:40:00,2022-08-08,13.40,Female,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7753055,-16.267
2054,2138,1233436,"Property Crime, General Assault, Verbal Abuse",Rathausstraße,2022-08-08 17:55:00,2022-08-08,17.55,Male,Male,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7742222,-16.2565277
2055,2139,1233430,"General Assault, Verbal Abuse, Property Damage (Messer wurden sichergestellt)","Dathepromenade, Lichtenberg",2022-08-08 18:30:00,2022-08-08,18.30,Male,Male,1,mehrköpfige Jugendgruppe,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-57.7771666,-16.2515277
2056,2140,1233324,"General Assault, Property Damage",Buckower Damm,2022-08-08 22:25:00,2022-08-08,22.25,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.8729057,3.800949
2057,2141,1233317,Property Damage,"Obstallee, Staaken",2022-08-08 01:00:00,2022-08-08,01.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1302075,47.4837542
2058,2142,1233316,"General Assault, Property Damage",Kürfürstenstraße,2022-08-08 07:30:00,2022-08-08,07.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.291745367456862,47.522925650000005
2059,2143,1233271,"Property Crime, General Assault", Rummelsburg,2022-08-07 08:00:00,2022-08-07,08.00,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3450614,51.4262675
2060,2144,1233270,"General Assault, Property Crimes, Verbal Abuse",Kurfürstendamm,2022-08-07 11:30:00,2022-08-07,11.30,Female,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-57.7510833,-16.2476388
2061,2145,1233268,Property Damage,Eisenacher Straße,2022-08-07 14:20:00,2022-08-07,14.20,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.74825,-16.2386944
2062,2166,1293846,"Homicide, General Assault","Tempelhof-Schöneberg, Hauptstraße",2023-02-12 03:00:00,2023-02-12,03.00,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0995369,51.2068565
2063,2167,1293831,"General Assault, Verbal Abuse, Property Damage (Modellwaffe aus Kunststoff)","Seydelstraße, Fischerinsel",2023-02-11 13:00:00,2023-02-11,13.00,Unknown,Male,Multiple,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.22111420151525,47.75047445
2064,2168,1293695,"Property Crime, Burglary",Reinickendorf,2023-02-10 06:15:00,2023-02-10,06.15,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.7320277,-16.12525
2065,2169,1293558,"Property Damage, General Assault, Verbal Abuse, Drug Offenses","Nikolassee, Potsdamer Chaussee",2023-02-10 17:20:00,2023-02-10,17.20,Female,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-57.7327777,-16.1123055
